family,verbatimScientificName
Plantaginaceae,Chionophila jamesii
Primulaceae,Primula parryi
Brassicaceae,Noccaea fendleri
Grossulariaceae,Ribes montigenum
Boraginaceae,Mertensia ciliata
Salicaceae,Salix nivalis
Plantaginaceae,Penstemon whippleanus
Polemoniaceae,Ipomopsis globularis
Caryophyllaceae,Cherleria obtusiloba
Ericaceae,Arctostaphylos uva-ursi
Caryophyllaceae,Silene acaulis
Fabaceae,Trifolium nanum
Asteraceae,Taraxacum officinale
Melanthiaceae,Veratrum californicum
Caprifoliaceae,Valeriana edulis
Crassulaceae,Sedum lanceolatum
Orobanchaceae,Castilleja miniata miniata
Asteraceae,Achillea millefolium
Asteraceae,Hymenoxys grandiflora
Polygonaceae,Bistorta vivipara
Primulaceae,Primula parryi
Caryophyllaceae,Silene acaulis
Fabaceae,Astragalus cicer
Fabaceae,Oxytropis borealis
Rosaceae,Dasiphora fruticosa
Asteraceae,Hymenoxys grandiflora
Gentianaceae,Gentiana algida
Asteraceae,Erigeron pinnatisectus
Primulaceae,Androsace septentrionalis
Apiaceae,Oreoxis alpina
Crassulaceae,Rhodiola integrifolia
Crassulaceae,Rhodiola integrifolia
Crassulaceae,Rhodiola integrifolia
Ranunculaceae,Caltha chionophila
Ericaceae,Kalmia microphylla
Ranunculaceae,Aquilegia coerulea
Onagraceae,Chamaenerion angustifolium
Caryophyllaceae,Silene acaulis
Melanthiaceae,Anticlea elegans
Ranunculaceae,Caltha chionophila
Fabaceae,Trifolium parryi
Ranunculaceae,Anemone multifida
Brassicaceae,Noccaea fendleri
Rosaceae,Dryas hookeriana
Ranunculaceae,Aquilegia coerulea
Boraginaceae,Eritrichium argenteum
Orobanchaceae,Pedicularis groenlandica
Fabaceae,Trifolium parryi
Orobanchaceae,Castilleja occidentalis
Fabaceae,Trifolium nanum
Brassicaceae,Smelowskia americana
Orobanchaceae,Pedicularis groenlandica
Ranunculaceae,Aquilegia coerulea
Brassicaceae,Smelowskia americana
Campanulaceae,Campanula petiolata
Polemoniaceae,Polemonium pulcherrimum delicatum
Polemoniaceae,Phlox condensata
Crassulaceae,Rhodiola integrifolia
Saxifragaceae,Saxifraga cernua
Rosaceae,Sibbaldia procumbens
Poaceae,Koeleria spicata
Fabaceae,Trifolium nanum
Caryophyllaceae,Silene acaulis
Fabaceae,Trifolium attenuatum
Montiaceae,Claytonia megarhiza
Fabaceae,Oxytropis oreophila
Brassicaceae,Erysimum capitatum
Ranunculaceae,Delphinium barbeyi
Fabaceae,Trifolium parryi
Polemoniaceae,Polemonium confertum
Crassulaceae,Sedum lanceolatum
Ranunculaceae,Anemonastrum zephyrum
Montiaceae,Claytonia megarhiza
Caryophyllaceae,Cherleria obtusiloba
Rosaceae,Geum triflorum
Fabaceae,Trifolium dasyphyllum
Crassulaceae,Rhodiola rhodantha
Boraginaceae,Eritrichium argenteum
Gentianaceae,Gentiana algida
Crassulaceae,Rhodiola integrifolia
Orobanchaceae,Pedicularis racemosa
Polygonaceae,Eriogonum umbellatum
Salicaceae,Salix brachycarpa
Asteraceae,Agoseris aurantiaca
Orobanchaceae,Pedicularis groenlandica
Caryophyllaceae,Cherleria obtusiloba
Plantaginaceae,Penstemon whippleanus
Asteraceae,Hymenoxys grandiflora
Rosaceae,Dasiphora fruticosa
Apiaceae,Oreoxis alpina
Gentianaceae,Gentiana algida
Polygonaceae,Bistorta bistortoides
Ranunculaceae,Delphinium barbeyi
Caryophyllaceae,Eremogone fendleri
Asteraceae,Tonestus pygmaeus
Gentianaceae,Gentiana algida
Asteraceae,Hymenoxys grandiflora
Plantaginaceae,Chionophila jamesii
Caryophyllaceae,Silene acaulis
Ranunculaceae,Aquilegia coerulea
Polygonaceae,Bistorta vivipara
Caryophyllaceae,Silene acaulis
Orobanchaceae,Pedicularis groenlandica
Fabaceae,Trifolium attenuatum
Polygonaceae,Bistorta bistortoides
Brassicaceae,Smelowskia americana
Saxifragaceae,Saxifraga bronchialis austromontana
Saxifragaceae,Telesonix jamesii
Crassulaceae,Rhodiola rhodantha
Liliaceae,Gagea serotina
Asteraceae,Cirsium scopulorum
Rosaceae,Geum rossii
Gentianaceae,Gentiana algida
Asteraceae,Cirsium funkiae
Orobanchaceae,Castilleja rhexiifolia
Ranunculaceae,Caltha chionophila
Asteraceae,Hymenoxys grandiflora
Rosaceae,Geum rossii
Onagraceae,Chamaenerion angustifolium
Rosaceae,Geum rossii
Caryophyllaceae,Cherleria obtusiloba
Ranunculaceae,Anemone parviflora
Caryophyllaceae,Cherleria obtusiloba
Salicaceae,Salix planifolia
Asteraceae,Achillea millefolium
Saxifragaceae,Saxifraga flagellaris
Polemoniaceae,Phlox condensata
Brassicaceae,Cardamine cordifolia
Boraginaceae,Eritrichium argenteum
Crassulaceae,Rhodiola integrifolia
Brassicaceae,Physaria alpina
Plantaginaceae,Penstemon hallii
Asteraceae,Hymenoxys grandiflora
Melanthiaceae,Anticlea elegans
Onagraceae,Chamaenerion angustifolium
Caryophyllaceae,Silene acaulis
Caryophyllaceae,Silene acaulis
Montiaceae,Lewisia pygmaea
Caryophyllaceae,Silene acaulis
Rosaceae,Dryas hookeriana
Ranunculaceae,Aquilegia coerulea
Liliaceae,Erythronium grandiflorum
Rosaceae,Dryas hookeriana
Melanthiaceae,Anticlea elegans
Asteraceae,Cirsium scopulorum
Rosaceae,Geum rossii
Plantaginaceae,Penstemon whippleanus
Caryophyllaceae,Silene acaulis
Plantaginaceae,Penstemon harbourii
Plantaginaceae,Veronica wormskjoldii
Polygonaceae,Bistorta bistortoides
Caprifoliaceae,Valeriana edulis
Boraginaceae,Eritrichium argenteum
Caryophyllaceae,Silene acaulis
Rosaceae,Dasiphora fruticosa
Boraginaceae,Mertensia ciliata
Ranunculaceae,Aquilegia coerulea
Plantaginaceae,Veronica besseya
Crassulaceae,Rhodiola integrifolia
Caryophyllaceae,Cherleria obtusiloba
Saxifragaceae,Micranthes rhomboidea
Orobanchaceae,Pedicularis groenlandica
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Aconitum columbianum
Pinaceae,Abies lasiocarpa
Gentianaceae,Gentiana algida
Rosaceae,Dasiphora fruticosa
Polygonaceae,Eriogonum coloradense
Ranunculaceae,Aquilegia coerulea
Onagraceae,Chamaenerion angustifolium
Rosaceae,Geum rossii
Pteridaceae,Cryptogramma acrostichoides
Polemoniaceae,Polemonium pulcherrimum delicatum
Ranunculaceae,Caltha chionophila
Asteraceae,Arnica latifolia
Fabaceae,Trifolium attenuatum
Gentianaceae,Swertia perennis
Ranunculaceae,Aquilegia coerulea
Rosaceae,Ivesia gordonii
Orobanchaceae,Castilleja rhexiifolia
Ranunculaceae,Aquilegia coerulea
Boraginaceae,Eritrichium argenteum
Ranunculaceae,Thalictrum alpinum
Orobanchaceae,Castilleja occidentalis
Orobanchaceae,Pedicularis groenlandica
Brassicaceae,Physaria alpina
Crassulaceae,Sedum lanceolatum
Orobanchaceae,Pedicularis sudetica
Orobanchaceae,Castilleja puberula
Rosaceae,Geum rossii
Salicaceae,Salix nivalis
Asteraceae,Xanthisma coloradoense
Orobanchaceae,Pedicularis groenlandica
Plantaginaceae,Penstemon whippleanus
Asteraceae,Erigeron glacialis
Brassicaceae,Smelowskia americana
Crassulaceae,Rhodiola integrifolia
Ericaceae,Kalmia microphylla
Asteraceae,Saussurea weberi
Papaveraceae,Corydalis caseana
Montiaceae,Claytonia megarhiza
Pinaceae,Pinus aristata
Asteraceae,Heterotheca pumila
Asteraceae,Achillea millefolium
Crassulaceae,Sedum lanceolatum
Rosaceae,Geum triflorum
Gentianaceae,Gentiana parryi
Selaginellaceae,Selaginella densa
Polygonaceae,Oxyria digyna
Asteraceae,Erigeron compositus
Rosaceae,Geum rossii
Fabaceae,Trifolium dasyphyllum
Saxifragaceae,Micranthes rhomboidea
Polemoniaceae,Polemonium confertum
Asteraceae,Senecio amplectens
Asteraceae,Hymenoxys grandiflora
Saxifragaceae,Saxifraga bronchialis
Fabaceae,Trifolium nanum
Woodsiaceae,Woodsia oregana
Rosaceae,Potentilla uniflora
Melanthiaceae,Anticlea elegans
Geraniaceae,Geranium richardsonii
Fabaceae,Astragalus alpinus
Ranunculaceae,Aconitum columbianum
Plantaginaceae,Penstemon whippleanus
Gentianaceae,Gentiana prostrata
Plantaginaceae,Penstemon harbourii
Rosaceae,Geum rossii
Fabaceae,Trifolium kingii
Fabaceae,Trifolium dasyphyllum
Brassicaceae,Cardamine cordifolia
Melanthiaceae,Veratrum californicum
Ranunculaceae,Aquilegia coerulea
Crassulaceae,Sedum lanceolatum
Plantaginaceae,Penstemon whippleanus
Asteraceae,Senecio fremontii
Rosaceae,Geum rossii
Fabaceae,Trifolium parryi
Plantaginaceae,Veronica wormskjoldii
Boraginaceae,Eritrichium argenteum
Polemoniaceae,Polemonium confertum
Asteraceae,Chaenactis douglasii
Ranunculaceae,Aquilegia coerulea
Hydrophyllaceae,Phacelia sericea
Ericaceae,Kalmia microphylla
Orobanchaceae,Castilleja rhexiifolia
Rosaceae,Geum rossii
Violaceae,Viola adunca
Crassulaceae,Rhodiola integrifolia
Rosaceae,Geum rossii turbinatum
Plantaginaceae,Veronica wormskjoldii
Asteraceae,Cirsium funkiae
Plantaginaceae,Penstemon whippleanus
Ranunculaceae,Aquilegia coerulea
Boraginaceae,Eritrichium argenteum
Caryophyllaceae,Silene acaulis
Plantaginaceae,Veronica besseya
Orobanchaceae,Castilleja occidentalis
Orobanchaceae,Pedicularis groenlandica
Rosaceae,Geum rossii
Rosaceae,Sibbaldia procumbens
Saxifragaceae,Micranthes rhomboidea
Plantaginaceae,Veronica besseya
Gentianaceae,Gentiana parryi
Cyperaceae,Eriophorum scheuchzeri
Orobanchaceae,Pedicularis racemosa
Polygonaceae,Bistorta bistortoides
Rosaceae,Geum rossii
Orobanchaceae,Castilleja rhexiifolia
Asteraceae,Erigeron elatior
Hydrophyllaceae,Phacelia sericea
Polemoniaceae,Phlox condensata
Ranunculaceae,Anemonastrum zephyrum
Poaceae,Phleum alpinum alpinum
Caryophyllaceae,Silene acaulis
Asteraceae,Agoseris aurantiaca
Asteraceae,Hymenoxys grandiflora
Orobanchaceae,Pedicularis groenlandica
Caryophyllaceae,Silene acaulis
Gentianaceae,Swertia perennis
Asteraceae,Cirsium scopulorum
Asteraceae,Arnica latifolia
Asteraceae,Senecio atratus
Crassulaceae,Rhodiola integrifolia
Orobanchaceae,Pedicularis groenlandica
Polemoniaceae,Polemonium viscosum
Crassulaceae,Rhodiola integrifolia
Ranunculaceae,Delphinium barbeyi
Polemoniaceae,Polemonium confertum
Pinaceae,Pinus flexilis
Rosaceae,Dryas hookeriana
Ranunculaceae,Aquilegia coerulea
Orobanchaceae,Pedicularis groenlandica
Gentianaceae,Frasera speciosa
Polygonaceae,Oxyria digyna
Ranunculaceae,Aquilegia coerulea
Brassicaceae,Cardamine cordifolia
Hydrophyllaceae,Phacelia hastata
Polygonaceae,Bistorta bistortoides
Rosaceae,Dryas hookeriana
Gentianaceae,Gentiana algida
Polygonaceae,Bistorta vivipara
Crassulaceae,Rhodiola integrifolia
Plantaginaceae,Chionophila jamesii
Polygonaceae,Bistorta bistortoides
Asteraceae,Hymenoxys grandiflora
Asteraceae,Cirsium griseum osterhoutii
Rosaceae,Geum rossii turbinatum
Orobanchaceae,Castilleja rhexiifolia
Campanulaceae,Campanula petiolata
Crassulaceae,Sedum lanceolatum
Gentianaceae,Frasera speciosa
Rosaceae,Geum rossii
Fabaceae,Trifolium attenuatum
Fabaceae,Trifolium parryi
Asteraceae,Taraxacum officinale
Boraginaceae,Eritrichium argenteum
Ericaceae,Pyrola asarifolia
Polemoniaceae,Phlox condensata
Ranunculaceae,Caltha chionophila
Boraginaceae,Eritrichium argenteum
Rosaceae,Geum rossii
Fabaceae,Oxytropis borealis viscida
Polemoniaceae,Polemonium viscosum
Rosaceae,Dryas hookeriana
Brassicaceae,Boechera stricta
Caryophyllaceae,Cherleria obtusiloba
Ranunculaceae,Trollius albiflorus
Brassicaceae,Erysimum capitatum
Caryophyllaceae,Silene acaulis
Orobanchaceae,Pedicularis parryi
Caryophyllaceae,Cherleria obtusiloba
Plantaginaceae,Penstemon whippleanus
Orobanchaceae,Castilleja rhexiifolia
Brassicaceae,Physaria alpina
Caryophyllaceae,Silene acaulis
Orobanchaceae,Castilleja occidentalis
Gentianaceae,Gentiana algida
Boraginaceae,Eritrichium argenteum
Saxifragaceae,Micranthes rhomboidea
Primulaceae,Primula angustifolia
Gentianaceae,Gentiana parryi
Campanulaceae,Campanula petiolata
Crassulaceae,Rhodiola integrifolia
Polemoniaceae,Phlox condensata
Montiaceae,Claytonia megarhiza
Rosaceae,Geum rossii
Crassulaceae,Sedum lanceolatum
Salicaceae,Salix brachycarpa
Crassulaceae,Rhodiola rhodantha
Montiaceae,Lewisia pygmaea
Crassulaceae,Rhodiola rhodantha
Gentianaceae,Gentiana parryi
Crassulaceae,Rhodiola integrifolia
Orobanchaceae,Pedicularis parryi
Ranunculaceae,Anemone multifida
Hydrophyllaceae,Phacelia sericea
Polygonaceae,Oxyria digyna
Orobanchaceae,Pedicularis sudetica scopulorum
Gentianaceae,Gentianella amarella
Crassulaceae,Rhodiola integrifolia
Crassulaceae,Rhodiola rhodantha
Rosaceae,Geum rossii
Montiaceae,Claytonia lanceolata
Ranunculaceae,Aquilegia coerulea
Orchidaceae,Platanthera dilatata
Rosaceae,Geum rossii
Ranunculaceae,Anemonastrum zephyrum
Orobanchaceae,Pedicularis groenlandica
Melanthiaceae,Veratrum californicum
Orobanchaceae,Castilleja rhexiifolia
Boraginaceae,Eritrichium argenteum
Boraginaceae,Eritrichium argenteum
Montiaceae,Claytonia megarhiza
Polygonaceae,Bistorta bistortoides
Rosaceae,Geum rossii
Polemoniaceae,Polemonium viscosum
Rosaceae,Ivesia gordonii
Betulaceae,Betula glandulosa
Gentianaceae,Gentiana prostrata
Primulaceae,Primula parryi
Plantaginaceae,Penstemon whippleanus
Rosaceae,Geum rossii
Ranunculaceae,Trollius albiflorus
Orobanchaceae,Castilleja occidentalis
Saxifragaceae,Saxifraga bronchialis
Caprifoliaceae,Valeriana edulis
Asteraceae,Hymenoxys grandiflora
Violaceae,Viola adunca
Primulaceae,Primula parryi
Ranunculaceae,Aquilegia coerulea
Asteraceae,Cirsium scopulorum
Poaceae,Elymus elymoides
Montiaceae,Claytonia megarhiza megarhiza
Caryophyllaceae,Cherleria obtusiloba
Fabaceae,Trifolium attenuatum
Brassicaceae,Draba aurea
Liliaceae,Gagea serotina
Fabaceae,Vicia americana
Polygonaceae,Oxyria digyna
Montiaceae,Claytonia megarhiza
Fabaceae,Oxytropis deflexa
Polemoniaceae,Polemonium viscosum
Ranunculaceae,Delphinium barbeyi
Plantaginaceae,Penstemon whippleanus
Rosaceae,Geum rossii
Caprifoliaceae,Lonicera involucrata
Orobanchaceae,Castilleja miniata
Asteraceae,Senecio amplectens holmii
Caryophyllaceae,Silene acaulis
Liliaceae,Gagea serotina
Melanthiaceae,Anticlea elegans
Brassicaceae,Erysimum capitatum
Primulaceae,Primula angustifolia
Orobanchaceae,Castilleja occidentalis
Rosaceae,Geum rossii
Caryophyllaceae,Silene acaulis
Hydrophyllaceae,Phacelia sericea
Polygonaceae,Bistorta bistortoides
Asteraceae,Senecio fremontii
Rosaceae,Ivesia gordonii
Orobanchaceae,Pedicularis groenlandica
Gentianaceae,Gentiana parryi
Campanulaceae,Campanula uniflora
Montiaceae,Claytonia megarhiza
Rosaceae,Ivesia gordonii
Asteraceae,Cirsium parryi
Pinaceae,Abies lasiocarpa bifolia
Caprifoliaceae,Valeriana acutiloba
Rosaceae,Geum rossii
Primulaceae,Primula parryi
Orobanchaceae,Pedicularis groenlandica
Orobanchaceae,Pedicularis racemosa
Orobanchaceae,Castilleja rhexiifolia
Boraginaceae,Eritrichium argenteum
Caryophyllaceae,Silene acaulis
Onagraceae,Chamaenerion angustifolium
Melanthiaceae,Anticlea elegans
Fabaceae,Lupinus argenteus
Crassulaceae,Sedum lanceolatum
Crassulaceae,Sedum lanceolatum
Plantaginaceae,Penstemon whippleanus
Asteraceae,Hymenoxys grandiflora
Montiaceae,Claytonia megarhiza
Gentianaceae,Gentianopsis thermalis
Rosaceae,Geum rossii
Rosaceae,Potentilla hippiana
Ranunculaceae,Aquilegia coerulea
Brassicaceae,Physaria alpina
Asteraceae,Senecio taraxacoides
Brassicaceae,Physaria alpina
Campanulaceae,Campanula petiolata
Caryophyllaceae,Silene acaulis
Caryophyllaceae,Paronychia pulvinata
Montiaceae,Lewisia pygmaea
Montiaceae,Claytonia megarhiza
Lamiaceae,Nepeta racemosa
Caryophyllaceae,Silene acaulis
Orobanchaceae,Pedicularis groenlandica
Campanulaceae,Campanula petiolata
Liliaceae,Gagea serotina
Fabaceae,Hedysarum occidentale
Rosaceae,Dryas hookeriana
Hydrophyllaceae,Phacelia sericea
Fabaceae,Oxytropis splendens
Saxifragaceae,Telesonix jamesii
Polygonaceae,Bistorta bistortoides
Gentianaceae,Swertia perennis
Ranunculaceae,Aquilegia coerulea
Montiaceae,Claytonia megarhiza
Crassulaceae,Rhodiola integrifolia
Ranunculaceae,Aquilegia coerulea
Crassulaceae,Sedum lanceolatum
Juncaceae,Luzula spicata
Asteraceae,Hymenoxys grandiflora
Caryophyllaceae,Eremogone congesta
Crassulaceae,Sedum lanceolatum
Boraginaceae,Mertensia ciliata
Orobanchaceae,Castilleja miniata
Campanulaceae,Campanula petiolata
Polygonaceae,Bistorta bistortoides
Asteraceae,Tonestus pygmaeus
Ranunculaceae,Caltha chionophila
Primulaceae,Primula pauciflora pauciflora
Gentianaceae,Gentianella amarella
Caryophyllaceae,Cherleria obtusiloba
Gentianaceae,Swertia perennis
Violaceae,Viola adunca
Montiaceae,Claytonia megarhiza
Asteraceae,Senecio atratus
Ranunculaceae,Aconitum columbianum
Selaginellaceae,Selaginella densa
Poaceae,Koeleria spicata
Orobanchaceae,Castilleja occidentalis
Boraginaceae,Eritrichium argenteum
Gentianaceae,Gentiana prostrata
Rosaceae,Geum rossii
Asteraceae,Hymenoxys grandiflora
Ranunculaceae,Aquilegia coerulea
Polemoniaceae,Phlox condensata
Salicaceae,Salix planifolia
Asteraceae,Hymenoxys grandiflora
Caryophyllaceae,Silene acaulis
Montiaceae,Claytonia megarhiza
Apiaceae,Oreoxis alpina
Fabaceae,Trifolium parryi
Crassulaceae,Rhodiola integrifolia
Saxifragaceae,Micranthes rhomboidea
Saxifragaceae,Micranthes oregana
Apiaceae,Angelica grayi
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Caltha chionophila
Pinaceae,Pinus aristata
Liliaceae,Erythronium grandiflorum
Apiaceae,Cymopterus lemmonii
Orobanchaceae,Pedicularis groenlandica
Caryophyllaceae,Silene acaulis
Asteraceae,Hymenoxys grandiflora
Ranunculaceae,Caltha chionophila
Crassulaceae,Rhodiola integrifolia
Apiaceae,Cymopterus bakeri
Orobanchaceae,Pedicularis parryi
Orchidaceae,Platanthera dilatata albiflora
Asteraceae,Tonestus pygmaeus
Boraginaceae,Eritrichium argenteum
Linaceae,Linum lewisii
Melanthiaceae,Anticlea elegans
Saxifragaceae,Heuchera parvifolia
Montiaceae,Claytonia megarhiza
Brassicaceae,Cardamine cordifolia
Crassulaceae,Rhodiola integrifolia
Ranunculaceae,Aquilegia coerulea
Rosaceae,Dryas hookeriana
Asteraceae,Packera werneriifolia
Asteraceae,Achillea millefolium
Rosaceae,Geum rossii
Gentianaceae,Gentiana parryi
Hydrophyllaceae,Phacelia sericea
Melanthiaceae,Anticlea elegans
Ericaceae,Kalmia microphylla
Asteraceae,Hymenoxys grandiflora
Polemoniaceae,Polemonium viscosum
Onagraceae,Chamaenerion angustifolium
Pinaceae,Pinus aristata
Asteraceae,Packera werneriifolia
Melanthiaceae,Veratrum californicum
Fabaceae,Trifolium parryi
Asteraceae,Tonestus pygmaeus
Polemoniaceae,Phlox condensata
Fabaceae,Oxytropis sericea
Rosaceae,Sibbaldia procumbens
Gentianaceae,Gentianopsis barbellata
Caryophyllaceae,Cerastium arvense strictum
Asteraceae,Hymenoxys grandiflora
Asteraceae,Cirsium funkiae
Pinaceae,Abies lasiocarpa
Gentianaceae,Gentiana parryi
Saxifragaceae,Heuchera bracteata
Caryophyllaceae,Paronychia pulvinata
Orobanchaceae,Castilleja occidentalis
Brassicaceae,Descurainia kenheilii
Ranunculaceae,Aquilegia coerulea
Brassicaceae,Noccaea fendleri
Asteraceae,Senecio atratus
Polygonaceae,Bistorta vivipara
Orobanchaceae,Pedicularis groenlandica
Saxifragaceae,Micranthes rhomboidea
Hydrophyllaceae,Phacelia sericea
Polemoniaceae,Polemonium confertum
Primulaceae,Primula angustifolia
Gentianaceae,Gentianella amarella
Polygonaceae,Oxyria digyna
Rosaceae,Dasiphora fruticosa
Asteraceae,Cirsium funkiae
Gentianaceae,Gentiana algida
Boraginaceae,Eritrichium argenteum
Gentianaceae,Swertia perennis
Brassicaceae,Cardamine cordifolia
Rosaceae,Geum rossii
Saxifragaceae,Micranthes oregana
Plantaginaceae,Penstemon hallii
Orobanchaceae,Pedicularis groenlandica
Montiaceae,Claytonia megarhiza
Onagraceae,Chamaenerion angustifolium
Rosaceae,Dryas hookeriana
Fabaceae,Astragalus alpinus
Gentianaceae,Gentiana algida
Asteraceae,Cirsium scopulorum
Ranunculaceae,Aquilegia coerulea
Fabaceae,Trifolium nanum
Crassulaceae,Rhodiola rhodantha
Rosaceae,Dryas hookeriana
Crassulaceae,Sedum lanceolatum
Boraginaceae,Mertensia ciliata
Orobanchaceae,Castilleja rhexiifolia
Asteraceae,Hymenoxys grandiflora
Liliaceae,Gagea serotina
Plantaginaceae,Veronica besseya
Crassulaceae,Rhodiola integrifolia
Asteraceae,Erigeron glacialis
Campanulaceae,Campanula petiolata
Fabaceae,Hedysarum occidentale
Salicaceae,Salix nivalis
Brassicaceae,Erysimum capitatum
Apiaceae,Oxypolis fendleri
Ranunculaceae,Aquilegia coerulea
Caryophyllaceae,Cerastium beeringianum
Asteraceae,Hymenoxys grandiflora
Brassicaceae,Noccaea fendleri
Polygonaceae,Bistorta vivipara
Violaceae,Viola adunca
Gentianaceae,Gentiana parryi
Apiaceae,Angelica grayi
Asteraceae,Achillea millefolium
Asteraceae,Hymenoxys hoopesii
Ranunculaceae,Delphinium barbeyi
Polygonaceae,Bistorta bistortoides
Crassulaceae,Rhodiola rhodantha
Ranunculaceae,Aquilegia coerulea coerulea
Caryophyllaceae,Silene acaulis
Asteraceae,Packera crocata
Rosaceae,Dryas hookeriana
Crassulaceae,Sedum lanceolatum
Brassicaceae,Physaria alpina
Crassulaceae,Rhodiola integrifolia
Hydrophyllaceae,Phacelia sericea
Gentianaceae,Gentiana algida
Asteraceae,Artemisia scopulorum
Polemoniaceae,Polemonium pulcherrimum delicatum
Ranunculaceae,Pulsatilla nuttalliana
Asteraceae,Hymenoxys grandiflora
Caryophyllaceae,Silene acaulis
Gentianaceae,Gentiana algida
Boraginaceae,Eritrichium argenteum
Ranunculaceae,Anemonastrum zephyrum
Ranunculaceae,Anemonastrum zephyrum
Rosaceae,Geum rossii
Ranunculaceae,Aquilegia coerulea
Gentianaceae,Gentiana parryi
Gentianaceae,Gentiana algida
Rosaceae,Dryas hookeriana
Plantaginaceae,Penstemon whippleanus
Saxifragaceae,Telesonix jamesii
Plantaginaceae,Chionophila jamesii
Caprifoliaceae,Valeriana edulis
Polygonaceae,Bistorta bistortoides
Polemoniaceae,Polemonium pulcherrimum delicatum
Violaceae,Viola adunca
Crassulaceae,Sedum lanceolatum
Orobanchaceae,Castilleja occidentalis
Saxifragaceae,Saxifraga cernua
Rosaceae,Geum rossii
Caprifoliaceae,Valeriana edulis
Polygonaceae,Bistorta bistortoides
